step,timestamp,bandwidth_kbps_raw,bandwidth_bps,bandwidth_mbps
925,2018.01.19_07.48.50,82582.0,82582000.0,82.582
926,2018.01.19_07.48.51,77885.0,77885000.0,77.885
927,2018.01.19_07.48.52,80334.0,80334000.0,80.334
928,2018.01.19_07.48.53,67819.0,67819000.0,67.819
929,2018.01.19_07.48.54,60975.0,60975000.0,60.975
930,2018.01.19_07.48.55,57038.0,57038000.0,57.038
931,2018.01.19_07.48.56,28273.0,28273000.0,28.273
932,2018.01.19_07.48.58,35117.0,35117000.0,35.117
933,2018.01.19_07.48.59,67014.0,67014000.0,67.014
934,2018.01.19_07.49.00,63916.0,63916000.0,63.916
935,2018.01.19_07.49.01,57194.0,57194000.0,57.194
936,2018.01.19_07.49.02,51726.0,51726000.0,51.726
937,2018.01.19_07.49.03,57463.0,57463000.0,57.463
938,2018.01.19_07.49.04,62842.0,62842000.0,62.842
939,2018.01.19_07.49.05,62104.0,62104000.0,62.104
940,2018.01.19_07.49.06,49354.0,49354000.0,49.354
941,2018.01.19_07.49.07,64945.0,64945000.0,64.945
942,2018.01.19_07.49.08,62719.0,62719000.0,62.719
943,2018.01.19_07.49.09,66623.0,66623000.0,66.623
944,2018.01.19_07.49.11,68323.0,68323000.0,68.323
945,2018.01.19_07.49.12,64274.0,64274000.0,64.274
946,2018.01.19_07.49.13,70324.0,70324000.0,70.324
947,2018.01.19_07.49.14,74943.0,74943000.0,74.943
948,2018.01.19_07.49.15,89427.0,89427000.0,89.427
949,2018.01.19_07.49.16,90400.0,90400000.0,90.4
950,2018.01.19_07.49.17,78500.0,78500000.0,78.5
951,2018.01.19_07.49.18,68938.0,68938000.0,68.938
952,2018.01.19_07.49.19,64665.0,64665000.0,64.665
953,2018.01.19_07.49.20,59711.0,59711000.0,59.711
954,2018.01.19_07.49.21,79585.0,79585000.0,79.585
955,2018.01.19_07.49.22,76062.0,76062000.0,76.062
956,2018.01.19_07.49.24,67842.0,67842000.0,67.842
957,2018.01.19_07.49.25,41749.0,41749000.0,41.749
958,2018.01.19_07.49.26,61064.0,61064000.0,61.064
959,2018.01.19_07.49.27,56915.0,56915000.0,56.915
960,2018.01.19_07.49.28,54656.0,54656000.0,54.656
961,2018.01.19_07.49.29,43080.0,43080000.0,43.08
962,2018.01.19_07.49.30,42700.0,42700000.0,42.7
963,2018.01.19_07.49.31,47666.0,47666000.0,47.666
964,2018.01.19_07.49.32,42599.0,42599000.0,42.599
965,2018.01.19_07.49.33,32366.0,32366000.0,32.366
966,2018.01.19_07.49.35,40911.0,40911000.0,40.911
967,2018.01.19_07.49.36,27937.0,27937000.0,27.937
968,2018.01.19_07.49.37,19650.0,19650000.0,19.65
969,2018.01.19_07.49.37,19650.0,19650000.0,19.65
970,2018.01.19_07.49.38,24537.0,24537000.0,24.537
971,2018.01.19_07.49.39,19873.0,19873000.0,19.873
972,2018.01.19_07.49.40,24168.0,24168000.0,24.168
973,2018.01.19_07.49.41,18710.0,18710000.0,18.71
974,2018.01.19_07.49.42,29346.0,29346000.0,29.346
975,2018.01.19_07.49.44,38808.0,38808000.0,38.808
976,2018.01.19_07.49.45,28608.0,28608000.0,28.608
977,2018.01.19_07.49.46,29548.0,29548000.0,29.548
978,2018.01.19_07.49.47,41962.0,41962000.0,41.962
979,2018.01.19_07.49.48,19023.0,19023000.0,19.023
980,2018.01.19_07.49.49,21674.0,21674000.0,21.674
981,2018.01.19_07.49.50,37287.0,37287000.0,37.287
982,2018.01.19_07.49.51,29078.0,29078000.0,29.078
983,2018.01.19_07.49.52,31125.0,31125000.0,31.125
984,2018.01.19_07.49.53,34569.0,34569000.0,34.569
985,2018.01.19_07.49.54,17905.0,17905000.0,17.905
986,2018.01.19_07.49.56,28418.0,28418000.0,28.418
987,2018.01.19_07.49.57,27188.0,27188000.0,27.188
988,2018.01.19_07.49.58,34066.0,34066000.0,34.066
989,2018.01.19_07.49.59,47733.0,47733000.0,47.733
990,2018.01.19_07.50.00,40117.0,40117000.0,40.117
991,2018.01.19_07.50.01,47833.0,47833000.0,47.833
992,2018.01.19_07.50.02,49992.0,49992000.0,49.992
993,2018.01.19_07.50.03,26919.0,26919000.0,26.919
994,2018.01.19_07.50.04,22323.0,22323000.0,22.323
995,2018.01.19_07.50.05,24146.0,24146000.0,24.146
996,2018.01.19_07.50.06,34715.0,34715000.0,34.715
997,2018.01.19_07.50.08,25935.0,25935000.0,25.935
998,2018.01.19_07.50.09,34826.0,34826000.0,34.826
999,2018.01.19_07.50.10,56870.0,56870000.0,56.87
1000,2018.01.19_07.50.11,55125.0,55125000.0,55.125
1001,2018.01.19_07.50.12,46648.0,46648000.0,46.648
1002,2018.01.19_07.50.13,28317.0,28317000.0,28.317
1003,2018.01.19_07.50.14,8958.0,8958000.0,8.958
1004,2018.01.19_07.50.15,14919.0,14919000.0,14.919
1005,2018.01.19_07.50.16,12839.0,12839000.0,12.839
1006,2018.01.19_07.50.18,18364.0,18364000.0,18.364
1007,2018.01.19_07.50.19,26081.0,26081000.0,26.081
1008,2018.01.19_07.50.20,23162.0,23162000.0,23.162
1009,2018.01.19_07.50.21,25231.0,25231000.0,25.231
1010,2018.01.19_07.50.22,25611.0,25611000.0,25.611
1011,2018.01.19_07.50.23,22244.0,22244000.0,22.244
1012,2018.01.19_07.50.24,18341.0,18341000.0,18.341
1013,2018.01.19_07.50.25,19393.0,19393000.0,19.393
1014,2018.01.19_07.50.26,17245.0,17245000.0,17.245
1015,2018.01.19_07.50.28,17581.0,17581000.0,17.581
1016,2018.01.19_07.50.29,21462.0,21462000.0,21.462
1017,2018.01.19_07.50.30,14964.0,14964000.0,14.964
1018,2018.01.19_07.50.31,17547.0,17547000.0,17.547
1019,2018.01.19_07.50.32,20690.0,20690000.0,20.69
1020,2018.01.19_07.50.33,26226.0,26226000.0,26.226
1021,2018.01.19_07.50.34,25197.0,25197000.0,25.197
1022,2018.01.19_07.50.35,13856.0,13856000.0,13.856
1023,2018.01.19_07.50.36,16947.0,16947000.0,16.947
1024,2018.01.19_07.50.38,14281.0,14281000.0,14.281
1025,2018.01.19_07.50.39,18833.0,18833000.0,18.833
1026,2018.01.19_07.50.40,18330.0,18330000.0,18.33
1027,2018.01.19_07.50.41,36549.0,36549000.0,36.549
1028,2018.01.19_07.50.42,54253.0,54253000.0,54.253
1029,2018.01.19_07.50.43,42085.0,42085000.0,42.085
1030,2018.01.19_07.50.44,50283.0,50283000.0,50.283
1031,2018.01.19_07.50.45,53302.0,53302000.0,53.302
1032,2018.01.19_07.50.46,48795.0,48795000.0,48.795
1033,2018.01.19_07.50.47,49545.0,49545000.0,49.545
1034,2018.01.19_07.50.48,27602.0,27602000.0,27.602
1035,2018.01.19_07.50.50,31214.0,31214000.0,31.214
1036,2018.01.19_07.50.51,44098.0,44098000.0,44.098
1037,2018.01.19_07.50.52,42622.0,42622000.0,42.622
1038,2018.01.19_07.50.53,49287.0,49287000.0,49.287
1039,2018.01.19_07.50.54,28888.0,28888000.0,28.888
1040,2018.01.19_07.50.55,49757.0,49757000.0,49.757
1041,2018.01.19_07.50.56,63402.0,63402000.0,63.402
1042,2018.01.19_07.50.57,50596.0,50596000.0,50.596
1043,2018.01.19_07.50.58,73680.0,73680000.0,73.68
1044,2018.01.19_07.50.59,45071.0,45071000.0,45.071
1045,2018.01.19_07.51.01,63905.0,63905000.0,63.905
1046,2018.01.19_07.51.02,67305.0,67305000.0,67.305
1047,2018.01.19_07.51.03,47151.0,47151000.0,47.151
1048,2018.01.19_07.51.04,57396.0,57396000.0,57.396
1049,2018.01.19_07.51.05,58447.0,58447000.0,58.447
1050,2018.01.19_07.51.06,54980.0,54980000.0,54.98
1051,2018.01.19_07.51.07,45272.0,45272000.0,45.272
1052,2018.01.19_07.51.08,57899.0,57899000.0,57.899
1053,2018.01.19_07.51.09,51345.0,51345000.0,51.345
1054,2018.01.19_07.51.10,48997.0,48997000.0,48.997
1055,2018.01.19_07.51.11,55897.0,55897000.0,55.897
1056,2018.01.19_07.51.12,49500.0,49500000.0,49.5
1057,2018.01.19_07.51.14,27020.0,27020000.0,27.02
1058,2018.01.19_07.51.15,37455.0,37455000.0,37.455
1059,2018.01.19_07.51.16,29212.0,29212000.0,29.212
1060,2018.01.19_07.51.17,30252.0,30252000.0,30.252
1061,2018.01.19_07.51.18,47755.0,47755000.0,47.755
1062,2018.01.19_07.51.19,55360.0,55360000.0,55.36
1063,2018.01.19_07.51.20,50909.0,50909000.0,50.909
1064,2018.01.19_07.51.21,55092.0,55092000.0,55.092
1065,2018.01.19_07.51.22,62675.0,62675000.0,62.675
1066,2018.01.19_07.51.23,42845.0,42845000.0,42.845
1067,2018.01.19_07.51.25,50495.0,50495000.0,50.495
1068,2018.01.19_07.51.26,45876.0,45876000.0,45.876
1069,2018.01.19_07.51.27,48762.0,48762000.0,48.762
1070,2018.01.19_07.51.28,54645.0,54645000.0,54.645
1071,2018.01.19_07.51.29,54454.0,54454000.0,54.454
1072,2018.01.19_07.51.30,52363.0,52363000.0,52.363
1073,2018.01.19_07.51.31,47308.0,47308000.0,47.308
1074,2018.01.19_07.51.32,45116.0,45116000.0,45.116
1075,2018.01.19_07.51.33,46212.0,46212000.0,46.212
1076,2018.01.19_07.51.34,40676.0,40676000.0,40.676
1077,2018.01.19_07.51.35,47297.0,47297000.0,47.297
1078,2018.01.19_07.51.37,36739.0,36739000.0,36.739
1079,2018.01.19_07.51.38,42007.0,42007000.0,42.007
1080,2018.01.19_07.51.39,40776.0,40776000.0,40.776
1081,2018.01.19_07.51.40,53112.0,53112000.0,53.112
1082,2018.01.19_07.51.41,61758.0,61758000.0,61.758
1083,2018.01.19_07.51.42,60438.0,60438000.0,60.438
1084,2018.01.19_07.51.43,64397.0,64397000.0,64.397
1085,2018.01.19_07.51.44,62540.0,62540000.0,62.54
1086,2018.01.19_07.51.45,68926.0,68926000.0,68.926
1087,2018.01.19_07.51.46,61892.0,61892000.0,61.892
1088,2018.01.19_07.51.47,59834.0,59834000.0,59.834
1089,2018.01.19_07.51.48,59756.0,59756000.0,59.756
1090,2018.01.19_07.51.50,29704.0,29704000.0,29.704
1091,2018.01.19_07.51.51,62999.0,62999000.0,62.999
1092,2018.01.19_07.51.52,54231.0,54231000.0,54.231
1093,2018.01.19_07.51.53,53604.0,53604000.0,53.604
1094,2018.01.19_07.51.54,45664.0,45664000.0,45.664
1095,2018.01.19_07.51.55,54130.0,54130000.0,54.13
1096,2018.01.19_07.51.56,50227.0,50227000.0,50.227
1097,2018.01.19_07.51.57,56904.0,56904000.0,56.904
1098,2018.01.19_07.51.58,58950.0,58950000.0,58.95
1099,2018.01.19_07.51.59,54980.0,54980000.0,54.98
1100,2018.01.19_07.52.00,62115.0,62115000.0,62.115
1101,2018.01.19_07.52.01,50663.0,50663000.0,50.663
1102,2018.01.19_07.52.03,42857.0,42857000.0,42.857
1103,2018.01.19_07.52.04,48885.0,48885000.0,48.885
1104,2018.01.19_07.52.05,76532.0,76532000.0,76.532
1105,2018.01.19_07.52.06,81520.0,81520000.0,81.52
1106,2018.01.19_07.52.07,62529.0,62529000.0,62.529
1107,2018.01.19_07.52.08,59040.0,59040000.0,59.04
1108,2018.01.19_07.52.09,73814.0,73814000.0,73.814
1109,2018.01.19_07.52.10,84416.0,84416000.0,84.416
1110,2018.01.19_07.52.11,69687.0,69687000.0,69.687
1111,2018.01.19_07.52.12,76409.0,76409000.0,76.409
1112,2018.01.19_07.52.13,35777.0,35777000.0,35.777
1113,2018.01.19_07.52.15,61265.0,61265000.0,61.265
1114,2018.01.19_07.52.16,77661.0,77661000.0,77.661
1115,2018.01.19_07.52.17,77549.0,77549000.0,77.549
1116,2018.01.19_07.52.18,76509.0,76509000.0,76.509
1117,2018.01.19_07.52.19,69542.0,69542000.0,69.542
1118,2018.01.19_07.52.20,80491.0,80491000.0,80.491
1119,2018.01.19_07.52.21,67763.0,67763000.0,67.763
1120,2018.01.19_07.52.22,53862.0,53862000.0,53.862
1121,2018.01.19_07.52.23,44285.0,44285000.0,44.285
1122,2018.01.19_07.52.24,58123.0,58123000.0,58.123
1123,2018.01.19_07.52.25,59454.0,59454000.0,59.454
1124,2018.01.19_07.52.26,64129.0,64129000.0,64.129
1125,2018.01.19_07.52.27,58839.0,58839000.0,58.839
1126,2018.01.19_07.52.29,56289.0,56289000.0,56.289
1127,2018.01.19_07.52.30,61165.0,61165000.0,61.165
1128,2018.01.19_07.52.31,65157.0,65157000.0,65.157
1129,2018.01.19_07.52.32,67696.0,67696000.0,67.696
1130,2018.01.19_07.52.33,69407.0,69407000.0,69.407
1131,2018.01.19_07.52.34,45630.0,45630000.0,45.63
1132,2018.01.19_07.52.35,68244.0,68244000.0,68.244
1133,2018.01.19_07.52.36,63491.0,63491000.0,63.491
1134,2018.01.19_07.52.37,73847.0,73847000.0,73.847
1135,2018.01.19_07.52.38,79943.0,79943000.0,79.943
1136,2018.01.19_07.52.39,65661.0,65661000.0,65.661
1137,2018.01.19_07.52.40,52441.0,52441000.0,52.441
1138,2018.01.19_07.52.42,48862.0,48862000.0,48.862
1139,2018.01.19_07.52.43,40262.0,40262000.0,40.262
1140,2018.01.19_07.52.44,33216.0,33216000.0,33.216
1141,2018.01.19_07.52.45,45865.0,45865000.0,45.865
1142,2018.01.19_07.52.46,41201.0,41201000.0,41.201
1143,2018.01.19_07.52.47,39088.0,39088000.0,39.088
1144,2018.01.19_07.52.48,71611.0,71611000.0,71.611
1145,2018.01.19_07.52.49,77035.0,77035000.0,77.035
1146,2018.01.19_07.52.50,73188.0,73188000.0,73.188
1147,2018.01.19_07.52.51,62496.0,62496000.0,62.496
1148,2018.01.19_07.52.53,46659.0,46659000.0,46.659
1149,2018.01.19_07.52.54,60796.0,60796000.0,60.796
1150,2018.01.19_07.52.55,66041.0,66041000.0,66.041
1151,2018.01.19_07.52.56,79104.0,79104000.0,79.104
1152,2018.01.19_07.52.57,73288.0,73288000.0,73.288
1153,2018.01.19_07.52.58,71991.0,71991000.0,71.991
1154,2018.01.19_07.52.59,58000.0,58000000.0,58.0
1155,2018.01.19_07.53.00,83343.0,83343000.0,83.343
1156,2018.01.19_07.53.01,76979.0,76979000.0,76.979
1157,2018.01.19_07.53.02,80491.0,80491000.0,80.491
1158,2018.01.19_07.53.03,72852.0,72852000.0,72.852
1159,2018.01.19_07.53.04,78914.0,78914000.0,78.914
1160,2018.01.19_07.53.06,73255.0,73255000.0,73.255
1161,2018.01.19_07.53.07,76688.0,76688000.0,76.688
1162,2018.01.19_07.53.08,62015.0,62015000.0,62.015
1163,2018.01.19_07.53.09,75257.0,75257000.0,75.257
1164,2018.01.19_07.53.10,60673.0,60673000.0,60.673
1165,2018.01.19_07.53.11,78064.0,78064000.0,78.064
1166,2018.01.19_07.53.12,57373.0,57373000.0,57.373
1167,2018.01.19_07.53.13,64900.0,64900000.0,64.9
1168,2018.01.19_07.53.14,58447.0,58447000.0,58.447
1169,2018.01.19_07.53.15,33003.0,33003000.0,33.003
1170,2018.01.19_07.53.16,47051.0,47051000.0,47.051
1171,2018.01.19_07.53.17,70045.0,70045000.0,70.045
1172,2018.01.19_07.53.19,68893.0,68893000.0,68.893
1173,2018.01.19_07.53.20,52061.0,52061000.0,52.061
1174,2018.01.19_07.53.21,68904.0,68904000.0,68.904
1175,2018.01.19_07.53.22,56020.0,56020000.0,56.02
1176,2018.01.19_07.53.23,60225.0,60225000.0,60.225
1177,2018.01.19_07.53.24,55573.0,55573000.0,55.573
1178,2018.01.19_07.53.25,23989.0,23989000.0,23.989
1179,2018.01.19_07.53.26,38148.0,38148000.0,38.148
1180,2018.01.19_07.53.27,43338.0,43338000.0,43.338
1181,2018.01.19_07.53.28,41414.0,41414000.0,41.414
1182,2018.01.19_07.53.29,30901.0,30901000.0,30.901
1183,2018.01.19_07.53.31,37790.0,37790000.0,37.79
1184,2018.01.19_07.53.32,15579.0,15579000.0,15.579
1185,2018.01.19_07.53.33,29413.0,29413000.0,29.413
1186,2018.01.19_07.53.34,16283.0,16283000.0,16.283
1187,2018.01.19_07.53.35,26148.0,26148000.0,26.148
1188,2018.01.19_07.53.36,19549.0,19549000.0,19.549
1189,2018.01.19_07.53.37,8891.0,8891000.0,8.891
1190,2018.01.19_07.53.38,9271.0,9271000.0,9.271
1191,2018.01.19_07.53.40,21160.0,21160000.0,21.16
1192,2018.01.19_07.53.41,37734.0,37734000.0,37.734
1193,2018.01.19_07.53.42,25924.0,25924000.0,25.924
1194,2018.01.19_07.53.43,11553.0,11553000.0,11.553
1195,2018.01.19_07.53.44,14897.0,14897000.0,14.897
1196,2018.01.19_07.53.45,10658.0,10658000.0,10.658
1197,2018.01.19_07.53.46,11519.0,11519000.0,11.519
1198,2018.01.19_07.53.47,9752.0,9752000.0,9.752
1199,2018.01.19_07.53.48,11799.0,11799000.0,11.799
1200,2018.01.19_07.53.50,9651.0,9651000.0,9.651
1201,2018.01.19_07.53.51,18487.0,18487000.0,18.487
1202,2018.01.19_07.53.52,21920.0,21920000.0,21.92
1203,2018.01.19_07.53.53,7191.0,7191000.0,7.191
1204,2018.01.19_07.53.54,19873.0,19873000.0,19.873
1205,2018.01.19_07.53.55,16686.0,16686000.0,16.686
1206,2018.01.19_07.53.56,11966.0,11966000.0,11.966
1207,2018.01.19_07.53.57,10736.0,10736000.0,10.736
1208,2018.01.19_07.53.59,14606.0,14606000.0,14.606
1209,2018.01.19_07.54.00,16731.0,16731000.0,16.731
1210,2018.01.19_07.54.01,10826.0,10826000.0,10.826
1211,2018.01.19_07.54.02,14505.0,14505000.0,14.505
1212,2018.01.19_07.54.03,5178.0,5178000.0,5.178
1213,2018.01.19_07.54.04,9193.0,9193000.0,9.193
1214,2018.01.19_07.54.05,13655.0,13655000.0,13.655
1215,2018.01.19_07.54.06,25242.0,25242000.0,25.242
1216,2018.01.19_07.54.07,21921.0,21921000.0,21.921
1217,2018.01.19_07.54.09,24582.0,24582000.0,24.582
1218,2018.01.19_07.54.10,7482.0,7482000.0,7.482
1219,2018.01.19_07.54.11,10982.0,10982000.0,10.982
1220,2018.01.19_07.54.12,9372.0,9372000.0,9.372
1221,2018.01.19_07.54.13,16406.0,16406000.0,16.406
1222,2018.01.19_07.54.14,12447.0,12447000.0,12.447
1223,2018.01.19_07.54.15,23117.0,23117000.0,23.117
1224,2018.01.19_07.54.16,29279.0,29279000.0,29.279
1225,2018.01.19_07.54.17,34401.0,34401000.0,34.401
1226,2018.01.19_07.54.19,24739.0,24739000.0,24.739
1227,2018.01.19_07.54.20,11732.0,11732000.0,11.732
1228,2018.01.19_07.54.21,18140.0,18140000.0,18.14
1229,2018.01.19_07.54.22,12839.0,12839000.0,12.839
1230,2018.01.19_07.54.23,8466.0,8466000.0,8.466
1231,2018.01.19_07.54.24,9886.0,9886000.0,9.886
1232,2018.01.19_07.54.25,9394.0,9394000.0,9.394
1233,2018.01.19_07.54.27,12660.0,12660000.0,12.66
1234,2018.01.19_07.54.28,8768.0,8768000.0,8.768
1235,2018.01.19_07.54.29,9853.0,9853000.0,9.853
1236,2018.01.19_07.54.30,13409.0,13409000.0,13.409
1237,2018.01.19_07.54.31,18375.0,18375000.0,18.375
1238,2018.01.19_07.54.32,35654.0,35654000.0,35.654
1239,2018.01.19_07.54.33,51066.0,51066000.0,51.066
1240,2018.01.19_07.54.34,34849.0,34849000.0,34.849
1241,2018.01.19_07.54.36,18766.0,18766000.0,18.766
1242,2018.01.19_07.54.37,46346.0,46346000.0,46.346
1243,2018.01.19_07.54.38,45932.0,45932000.0,45.932
1244,2018.01.19_07.54.39,61903.0,61903000.0,61.903
1245,2018.01.19_07.54.40,58223.0,58223000.0,58.223
1246,2018.01.19_07.54.41,29201.0,29201000.0,29.201
1247,2018.01.19_07.54.42,50529.0,50529000.0,50.529
1248,2018.01.19_07.54.43,60091.0,60091000.0,60.091
1249,2018.01.19_07.54.44,58716.0,58716000.0,58.716
1250,2018.01.19_07.54.45,56333.0,56333000.0,56.333
1251,2018.01.19_07.54.46,57709.0,57709000.0,57.709
1252,2018.01.19_07.54.48,40474.0,40474000.0,40.474
1253,2018.01.19_07.54.49,54119.0,54119000.0,54.119
1254,2018.01.19_07.54.50,43270.0,43270000.0,43.27
1255,2018.01.19_07.54.51,50160.0,50160000.0,50.16
1256,2018.01.19_07.54.52,33842.0,33842000.0,33.842
1257,2018.01.19_07.54.53,56490.0,56490000.0,56.49
1258,2018.01.19_07.54.54,38953.0,38953000.0,38.953
1259,2018.01.19_07.54.55,50081.0,50081000.0,50.081
1260,2018.01.19_07.54.56,52039.0,52039000.0,52.039
1261,2018.01.19_07.54.57,40318.0,40318000.0,40.318
1262,2018.01.19_07.54.59,20097.0,20097000.0,20.097
1263,2018.01.19_07.55.00,32109.0,32109000.0,32.109
1264,2018.01.19_07.55.01,51245.0,51245000.0,51.245
1265,2018.01.19_07.55.02,46257.0,46257000.0,46.257
1266,2018.01.19_07.55.03,53291.0,53291000.0,53.291
1267,2018.01.19_07.55.04,50708.0,50708000.0,50.708
1268,2018.01.19_07.55.05,51726.0,51726000.0,51.726
1269,2018.01.19_07.55.06,54275.0,54275000.0,54.275
1270,2018.01.19_07.55.07,44154.0,44154000.0,44.154
1271,2018.01.19_07.55.08,22692.0,22692000.0,22.692
1272,2018.01.19_07.55.09,22312.0,22312000.0,22.312
1273,2018.01.19_07.55.11,22491.0,22491000.0,22.491
1274,2018.01.19_07.55.12,25219.0,25219000.0,25.219
1275,2018.01.19_07.55.13,22077.0,22077000.0,22.077
1276,2018.01.19_07.55.14,52072.0,52072000.0,52.072
1277,2018.01.19_07.55.15,56859.0,56859000.0,56.859
1278,2018.01.19_07.55.16,46626.0,46626000.0,46.626
1279,2018.01.19_07.55.17,43427.0,43427000.0,43.427
1280,2018.01.19_07.55.18,29973.0,29973000.0,29.973
1281,2018.01.19_07.55.19,21283.0,21283000.0,21.283
1282,2018.01.19_07.55.20,36381.0,36381000.0,36.381
1283,2018.01.19_07.55.21,36336.0,36336000.0,36.336
1284,2018.01.19_07.55.23,32355.0,32355000.0,32.355
1285,2018.01.19_07.55.24,34480.0,34480000.0,34.48
1286,2018.01.19_07.55.25,43091.0,43091000.0,43.091
1287,2018.01.19_07.55.26,46648.0,46648000.0,46.648
1288,2018.01.19_07.55.27,30084.0,30084000.0,30.084
1289,2018.01.19_07.55.28,18878.0,18878000.0,18.878
1290,2018.01.19_07.55.29,10278.0,10278000.0,10.278
1291,2018.01.19_07.55.30,21283.0,21283000.0,21.283
1292,2018.01.19_07.55.31,20902.0,20902000.0,20.902
1293,2018.01.19_07.55.33,17312.0,17312000.0,17.312
1294,2018.01.19_07.55.34,20187.0,20187000.0,20.187
1295,2018.01.19_07.55.35,17570.0,17570000.0,17.57
1296,2018.01.19_07.55.36,11463.0,11463000.0,11.463
1297,2018.01.19_07.55.37,6117.0,6117000.0,6.117
1298,2018.01.19_07.55.38,6061.0,6061000.0,6.061
1299,2018.01.19_07.55.39,7157.0,7157000.0,7.157
1300,2018.01.19_07.55.40,7448.0,7448000.0,7.448
1301,2018.01.19_07.55.42,9081.0,9081000.0,9.081
1302,2018.01.19_07.55.43,11362.0,11362000.0,11.362
1303,2018.01.19_07.55.44,13241.0,13241000.0,13.241
1304,2018.01.19_07.55.45,9349.0,9349000.0,9.349
1305,2018.01.19_07.55.46,14841.0,14841000.0,14.841
1306,2018.01.19_07.55.47,22099.0,22099000.0,22.099
1307,2018.01.19_07.55.48,23553.0,23553000.0,23.553
1308,2018.01.19_07.55.49,22032.0,22032000.0,22.032
1309,2018.01.19_07.55.51,39233.0,39233000.0,39.233
1310,2018.01.19_07.55.52,38976.0,38976000.0,38.976
1311,2018.01.19_07.55.53,32545.0,32545000.0,32.545
1312,2018.01.19_07.55.54,35486.0,35486000.0,35.486
1313,2018.01.19_07.55.55,35050.0,35050000.0,35.05
1314,2018.01.19_07.55.56,22032.0,22032000.0,22.032
1315,2018.01.19_07.55.57,28340.0,28340000.0,28.34
1316,2018.01.19_07.55.58,30040.0,30040000.0,30.04
1317,2018.01.19_07.55.59,20175.0,20175000.0,20.175
1318,2018.01.19_07.56.00,22804.0,22804000.0,22.804
1319,2018.01.19_07.56.02,31997.0,31997000.0,31.997
1320,2018.01.19_07.56.03,43807.0,43807000.0,43.807
1321,2018.01.19_07.56.04,43684.0,43684000.0,43.684
1322,2018.01.19_07.56.05,48683.0,48683000.0,48.683
1323,2018.01.19_07.56.06,41090.0,41090000.0,41.09
1324,2018.01.19_07.56.07,58291.0,58291000.0,58.291
1325,2018.01.19_07.56.08,47107.0,47107000.0,47.107
1326,2018.01.19_07.56.09,59140.0,59140000.0,59.14
1327,2018.01.19_07.56.10,37924.0,37924000.0,37.924
1328,2018.01.19_07.56.11,56915.0,56915000.0,56.915
1329,2018.01.19_07.56.12,65739.0,65739000.0,65.739
1330,2018.01.19_07.56.14,55785.0,55785000.0,55.785
1331,2018.01.19_07.56.15,32030.0,32030000.0,32.03
1332,2018.01.19_07.56.16,21976.0,21976000.0,21.976
1333,2018.01.19_07.56.17,14897.0,14897000.0,14.897
1334,2018.01.19_07.56.18,14897.0,14897000.0,14.897
1335,2018.01.19_07.56.18,12828.0,12828000.0,12.828
1336,2018.01.19_07.56.19,15747.0,15747000.0,15.747
1337,2018.01.19_07.56.20,12067.0,12067000.0,12.067
1338,2018.01.19_07.56.21,12559.0,12559000.0,12.559
1339,2018.01.19_07.56.23,18789.0,18789000.0,18.789
1340,2018.01.19_07.56.24,24504.0,24504000.0,24.504
1341,2018.01.19_07.56.25,12760.0,12760000.0,12.76
1342,2018.01.19_07.56.26,13588.0,13588000.0,13.588
1343,2018.01.19_07.56.27,9394.0,9394000.0,9.394
1344,2018.01.19_07.56.28,10971.0,10971000.0,10.971
1345,2018.01.19_07.56.29,13622.0,13622000.0,13.622
1346,2018.01.19_07.56.30,18229.0,18229000.0,18.229
1347,2018.01.19_07.56.31,27568.0,27568000.0,27.568
1348,2018.01.19_07.56.33,17167.0,17167000.0,17.167
1349,2018.01.19_07.56.34,18677.0,18677000.0,18.677
1350,2018.01.19_07.56.35,22971.0,22971000.0,22.971
1351,2018.01.19_07.56.36,22278.0,22278000.0,22.278
1352,2018.01.19_07.56.37,32959.0,32959000.0,32.959
1353,2018.01.19_07.56.38,41749.0,41749000.0,41.749
1354,2018.01.19_07.56.39,35609.0,35609000.0,35.609
1355,2018.01.19_07.56.40,37846.0,37846000.0,37.846
1356,2018.01.19_07.56.41,38349.0,38349000.0,38.349
1357,2018.01.19_07.56.43,37544.0,37544000.0,37.544
1358,2018.01.19_07.56.44,35710.0,35710000.0,35.71
1359,2018.01.19_07.56.45,17346.0,17346000.0,17.346
1360,2018.01.19_07.56.46,28955.0,28955000.0,28.955
1361,2018.01.19_07.56.47,36705.0,36705000.0,36.705
1362,2018.01.19_07.56.48,31248.0,31248000.0,31.248
1363,2018.01.19_07.56.49,17413.0,17413000.0,17.413
1364,2018.01.19_07.56.50,4003.0,4003000.0,4.003
1365,2018.01.19_07.56.51,11978.0,11978000.0,11.978
1366,2018.01.19_07.56.53,25164.0,25164000.0,25.164
1367,2018.01.19_07.56.54,28877.0,28877000.0,28.877
1368,2018.01.19_07.56.55,16865.0,16865000.0,16.865
1369,2018.01.19_07.56.56,18431.0,18431000.0,18.431
1370,2018.01.19_07.56.57,28217.0,28217000.0,28.217
1371,2018.01.19_07.56.58,29615.0,29615000.0,29.615
1372,2018.01.19_07.56.59,23956.0,23956000.0,23.956
1373,2018.01.19_07.57.00,16194.0,16194000.0,16.194
1374,2018.01.19_07.57.01,13018.0,13018000.0,13.018
1375,2018.01.19_07.57.03,10199.0,10199000.0,10.199
1376,2018.01.19_07.57.04,15523.0,15523000.0,15.523
